company,data,updated_at
king fook holdings limited,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""King Fook Holdings Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kingfookholdingslimited"", ""ICPMarketingSignal"": ""Hong Kong retail jewelry"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""king fook holdings limited"", ""email"": """"}",2026-05-11T13:26:43.580061
pt taring,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PT Taring"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-taring"", ""ICPMarketingSignal"": ""Industry trade show participation"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""pt taring"", ""email"": """"}",2026-05-11T13:26:45.673115
santan,"{""ICPIndustry"": ""Food & Beverage"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Santan Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/santan"", ""ICPMarketingSignal"": ""Brand recognition in local markets"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""santan"", ""email"": """"}",2026-05-11T13:26:47.619589
"dynamics motion co.,ltd","{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dynamics-motion-co-ltd"", ""ICPMarketingSignal"": ""Industry trade shows and manufacturing equipment clients"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dynamics motion co.,ltd"", ""email"": """"}",2026-05-11T13:26:49.563978
klcc (holdings) sdn bhd,"{""ICPIndustry"": ""Conglomerate"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""KLCC Holdings Berhad"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/klcc-holdings-berhad"", ""ICPMarketingSignal"": ""Corporate Website"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""klcc (holdings) sdn bhd"", ""email"": """"}",2026-05-11T13:26:51.510845
mystic living,"{""ICPIndustry"": ""Real Estate"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Mystic Living Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/mystic-living"", ""ICPMarketingSignal"": ""Real estate development projects"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""mystic living"", ""email"": """"}",2026-05-11T13:27:16.569774
diamondere,"{""ICPIndustry"": ""Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""diamondere"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/diamondere"", ""ICPMarketingSignal"": ""Online jewelry sales"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""diamondere"", ""email"": """"}",2026-05-11T13:27:18.433568
cohere health,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series B"", ""ICPFUndingAmount"": ""20M"", ""ICPParentCompany"": ""Cohere Health Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/cohere-health/"", ""ICPMarketingSignal"": ""Healthcare SaaS platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""cohere health"", ""email"": """"}",2026-05-11T13:27:20.286389
duratech surface systems,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Duratech Surface Systems"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/duratech-surfacesystems"", ""ICPMarketingSignal"": ""Industry trade shows and manufacturing equipment suppliers"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""duratech surface systems"", ""email"": """"}",2026-05-11T13:27:22.334649
forty two media,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Forty Two Media Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/forty-two-media"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""forty two media"", ""email"": """"}",2026-05-11T13:27:24.187301
maldives corporation limited (vmc),"{""ICPIndustry"": ""Conglomerate"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""1.2B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Maldives Corporation Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/maldives-corporation-limited"", ""ICPMarketingSignal"": ""Publicly listed company with extensive regional operations"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""maldives corporation limited (vmc)"", ""email"": """"}",2026-05-11T13:27:26.138734
sparkflow,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""SparkFlow Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sparkflow"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""sparkflow"", ""email"": """"}",2026-05-11T13:27:28.172948
boston consulting group,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Boston Consulting Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/boston-consulting-group"", ""ICPMarketingSignal"": ""Global management consulting firm"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""boston consulting group"", ""email"": """"}",2026-05-11T13:27:30.222481
merlin brands,"{""ICPIndustry"": ""Consumer Goods"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Merlin Brands Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/merlin-brands"", ""ICPMarketingSignal"": ""Brand recognition in consumer goods"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""merlin brands"", ""email"": """"}",2026-05-11T13:27:33.086735
orra fine jewellery pvt ltd.,"{""ICPIndustry"": ""Retail Jewelry"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""3M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Orra Fine Jewellery Pvt Ltd."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/orra-fine-jewellery-pvt-ltd"", ""ICPMarketingSignal"": ""Luxury jewelry campaigns"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""orra fine jewellery pvt ltd."", ""email"": """"}",2026-05-11T13:27:34.930637
unitile,"{""ICPIndustry"": ""Construction Materials"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Unitile"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/unitile"", ""ICPMarketingSignal"": ""Industry trade shows and online presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""unitile"", ""email"": """"}",2026-05-11T13:27:37.023419
crc group,"{""ICPIndustry"": ""Automotive"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""CRC Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/crc-group"", ""ICPMarketingSignal"": ""Automotive parts supplier"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""crc group"", ""email"": """"}",2026-05-11T13:27:39.024518
reinvent aesthetics,"{""ICPIndustry"": ""Health & Beauty"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Reinvent Aesthetics Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/reinvent-aesthetics"", ""ICPMarketingSignal"": ""Beauty industry event participation"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""reinvent aesthetics"", ""email"": """"}",2026-05-11T13:27:40.865371
cimb niaga,"{""ICPIndustry"": ""Banking"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""CIMB Group Holdings Berhad"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/cimb-niaga/"", ""ICPMarketingSignal"": ""Regional banking expansion"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""cimb niaga"", ""email"": """"}",2026-05-11T13:27:43.943977
pt neumedik indonesia,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-neumedik-indonesia"", ""ICPMarketingSignal"": ""Medical equipment supplier"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt neumedik indonesia"", ""email"": """"}",2026-05-11T13:27:45.935070
pt. my only dream,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-my-only-dream"", ""ICPMarketingSignal"": ""Startup Tech Community"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""pt. my only dream"", ""email"": """"}",2026-05-11T13:27:47.835771
media2ai pvt ltd,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""media2ai pvt ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/media2ai-pvt-ltd"", ""ICPMarketingSignal"": ""Media industry presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""media2ai pvt ltd"", ""email"": """"}",2026-05-11T13:27:49.767112
pt. otto media grup,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Otto Media Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/otto-media-grup"", ""ICPMarketingSignal"": ""Media industry presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""pt. otto media grup"", ""email"": """"}",2026-05-11T13:27:51.726098
girik lion,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Girik Lion"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/girik-lion"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""girik lion"", ""email"": """"}",2026-05-11T13:27:53.725214
infina labs,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""1.5M"", ""ICPParentCompany"": ""Infina Labs Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/infinalabs"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""infina labs"", ""email"": """"}",2026-05-11T13:27:55.817428
pacexgrowth pvt. ltd.,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PacexGrowth Pvt. Ltd."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pacexgrowth-pvt-ltd"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pacexgrowth pvt. ltd."", ""email"": """"}",2026-05-11T13:28:18.363317
divyasree developers,"{""ICPIndustry"": ""Real Estate"", ""ICPEmployeesRange"": ""201-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Divyasree Developers"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/divyasree-developers"", ""ICPMarketingSignal"": ""Real estate development projects"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""divyasree developers"", ""email"": """"}",2026-05-11T13:28:20.402791
maruti agro overseas,"{""ICPIndustry"": ""Agriculture"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Maruti Agro Overseas"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/maruti-agro-overseas"", ""ICPMarketingSignal"": ""International agricultural exporter"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""maruti agro overseas"", ""email"": """"}",2026-05-11T13:28:22.468713
"xi'an seg commercial operation management co., ltd","{""ICPIndustry"": ""Commercial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Xi'an SEG Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/xi-an-seg-commercial-operation-management-co-ltd"", ""ICPMarketingSignal"": ""Local government contract"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""xi'an seg commercial operation management co., ltd"", ""email"": """"}",2026-05-11T13:28:24.500058
jewel one,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/jewel-one"", ""ICPMarketingSignal"": ""Trade show presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""jewel one"", ""email"": """"}",2026-05-11T13:28:26.402974
pcu,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pcu"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pcu"", ""email"": """"}",2026-05-11T13:28:28.281846
pt daewoong pharmaceutical indonesia,"{""ICPIndustry"": ""Pharmaceuticals"", ""ICPEmployeesRange"": ""1,000-5,000"", ""ICPRevenueUSD"": ""150M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Daewoong Pharmaceutical Co., Ltd."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/daewoong-pharmaceutical-indonesia"", ""ICPMarketingSignal"": ""Local pharmaceutical distribution"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt daewoong pharmaceutical indonesia"", ""email"": """"}",2026-05-11T13:28:30.328564
orra fine jewellery,"{""ICPIndustry"": ""Retail Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""ora fine jewellery"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ora-fine-jewellery"", ""ICPMarketingSignal"": ""Luxury jewelry brand"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""orra fine jewellery"", ""email"": """"}",2026-05-11T13:28:32.146753
appscribed,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""appscribed"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/appscribed"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""appscribed"", ""email"": """"}",2026-05-11T13:28:34.122369
resurgent india limited,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""100-250"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Resurgent India Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/resurgent-india-limited"", ""ICPMarketingSignal"": ""Financial services conference"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""resurgent india limited"", ""email"": """"}",2026-05-11T13:28:36.779691
vevor,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Vevor Holdings Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/vevor"", ""ICPMarketingSignal"": ""Product reviews and industrial equipment listings"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""vevor"", ""email"": """"}",2026-05-11T13:28:39.858117
khayal health,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Khayal Health"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/khayal-health"", ""ICPMarketingSignal"": ""Healthcare innovation"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""khayal health"", ""email"": """"}",2026-05-11T13:28:41.897357
driv,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/driv"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""driv"", ""email"": """"}",2026-05-11T13:28:43.843234
lululemon,"{""ICPIndustry"": ""Apparel & Fashion"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""2B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/lululemon-athletica/"", ""ICPMarketingSignal"": ""Active global retail presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""lululemon"", ""email"": """"}",2026-05-11T13:28:45.970115
calcun,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Calcun Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/calcun"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""calcun"", ""email"": """"}",2026-05-11T13:28:48.042366
berco's restaurants,"{""ICPIndustry"": ""Hospitality"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Berco's Restaurants"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bercos-restaurants"", ""ICPMarketingSignal"": ""Local restaurant chain"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""berco's restaurants"", ""email"": """"}",2026-05-11T13:28:49.936115
dynamis ventures,"{""ICPIndustry"": ""Venture Capital"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Early Stage"", ""ICPFUndingAmount"": ""10M"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dynamis-ventures"", ""ICPMarketingSignal"": ""Active Investment Portfolio"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dynamis ventures"", ""email"": """"}",2026-05-11T13:28:51.847421
medicap,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Medicap Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/medicap"", ""ICPMarketingSignal"": ""Healthcare provider"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""medicap"", ""email"": """"}",2026-05-11T13:28:53.779097
deltech media,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""deltech media"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/deltech-media"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""deltech media"", ""email"": """"}",2026-05-11T13:28:55.622061
iconhomz,"{""ICPIndustry"": ""Real Estate"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""IconHomz Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/iconhomz"", ""ICPMarketingSignal"": ""Real estate listings platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""iconhomz"", ""email"": """"}",2026-05-11T13:28:57.551597
kosmoderma,"{""ICPIndustry"": ""Cosmetics"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Kosmoderma"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kosmoderma"", ""ICPMarketingSignal"": ""Skincare clinic chain"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""kosmoderma"", ""email"": """"}",2026-05-11T13:29:20.367719
